decimalLatitude,decimalLongitude,eventDate,species,vernacularName,recordID,dataResourceName
-17.533333,145.833333,1982-11-08T14:00:00Z,Beilschmiedia oligandra,Dogwood,036b919f-25a2-4f32-b0c2-def4d1e68cce,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.8,1979-12-11T14:00:00Z,Elaeocarpus stellaris,Quandong,8d86c38d-4505-4164-a96e-b20831c2bc99,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.866667,1980-06-18T14:00:00Z,Beilschmiedia oligandra,Dogwood,39685919-678e-4634-859f-902712a1e634,Centre for Australian National Biodiversity Research (CANB) AVH data
-17.533333,145.8,1982-11-08T14:00:00Z,Endiandra montana,Brown Walnut,1a210ac7-0037-4334-90c2-f14e66e0d198,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.8,1982-10-13T14:00:00Z,Beilschmiedia oligandra,Dogwood,842b6beb-dda5-43a7-ac73-d34dd3a0e5f7,Centre for Australian National Biodiversity Research (CANB) AVH data
-17.533333,145.8,1981-11-10T14:00:00Z,Cryptocarya pleurosperma,Poison Laurel,b1d33e2e-f2a1-432e-a76d-e001a65e88d5,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.966667,1984-11-21T14:00:00Z,Syzygium divaricatum,NA,c9235c71-5a57-46cd-8ea1-91849f1dcef3,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.8,1979-12-11T14:00:00Z,Elaeocarpus stellaris,Quandong,ddda3281-46a6-4bf5-a843-ac27637d8217,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.8,1983-06-22T14:00:00Z,Endiandra montana,Brown Walnut,ec0a6672-f14e-4f91-af4a-f7dc9a0ea4e0,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.966667,1978-06-27T14:00:00Z,Syzygium divaricatum,NA,5e25a69b-246c-409f-9cd7-ad2b5eb9c72c,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.866667,1980-06-18T14:00:00Z,Beilschmiedia oligandra,Dogwood,a8903eee-851b-4391-acf7-e08c232c2176,Australian Tropical Herbarium (CNS) AVH data
-17.533333,145.866667,1980-06-18T14:00:00Z,Syzygium divaricatum,NA,ffb81f76-5fa2-4bfb-b18d-f6b3e65472c4,Centre for Australian National Biodiversity Research (CANB) AVH data
-17.533333,145.966667,1983-08-01T14:00:00Z,Endiandra sankeyana,Sankeys Walnut,e1fdd069-3b3f-4653-97f8-35770d5ff726,Australian Tropical Herbarium (CNS) AVH data
-17.5333,145.8,1982-11-08T14:00:00Z,Beilschmiedia oligandra,Dogwood,d5a2f177-193c-492b-aa01-689cf2a1f199,National Herbarium of Victoria (MEL) AVH data
-17.5333,145.8,1981-11-10T14:00:00Z,Cryptocarya pleurosperma,Poison Laurel,6bf8ae0f-ad26-4b7a-a638-de96de97e359,Northern Territory Herbarium (DNA) AVH data
-17.5333,145.8,1982-10-13T14:00:00Z,Beilschmiedia oligandra,Dogwood,d5791360-3cba-4fff-8a03-85c308a1e2e3,National Herbarium of Victoria (MEL) AVH data
-17.5333,145.85,1998-12-16T14:00:00Z,Elaeocarpus stellaris,Quandong,b3547a47-d1a7-43a0-90bb-ee0585bd26dc,National Herbarium of Victoria (MEL) AVH data
-17.5333,145.8667,1980-06-18T14:00:00Z,Beilschmiedia oligandra,Dogwood,7961f6f5-b6d4-4d0e-9951-439dd2953e7e,National Herbarium of Victoria (MEL) AVH data
-17.5333,145.8,1982-10-13T14:00:00Z,Beilschmiedia oligandra,Dogwood,170d804b-68ba-4b9d-8e6e-1f9f95342366,National Herbarium of Victoria (MEL) AVH data
-17.5303964,145.801915,1982-11-08T14:00:00Z,Beilschmiedia oligandra,Dogwood,caa17293-8625-443c-b774-5f72940f100b,Northern Territory Herbarium (DNA) AVH data
-17.5303964,145.801915,1982-10-13T14:00:00Z,Beilschmiedia oligandra,Dogwood,c3abd11e-91f2-4050-90ef-3cb7dd603dd4,Northern Territory Herbarium (DNA) AVH data
-17.5303964,145.801915,1982-10-13T14:00:00Z,Beilschmiedia oligandra,Dogwood,8fd13d5f-fbff-4837-af09-5d5c9552d1a9,Northern Territory Herbarium (DNA) AVH data
-17.53,145.8,1982-11-08T14:00:00Z,Beilschmiedia oligandra,Dogwood,bbcb9862-e0ce-4efe-9f76-3d1d4950a362,NSW AVH feed
-17.53,145.87,1980-06-18T14:00:00Z,Beilschmiedia oligandra,Dogwood,d26b3fee-c3ef-473c-bf4b-7b2ed963051f,NSW AVH feed
-17.53,145.8,1982-10-13T14:00:00Z,Beilschmiedia oligandra,Dogwood,2b8e3532-6e06-41d0-81c8-9c006a22094d,NSW AVH feed
-17.53,145.8,1982-10-13T14:00:00Z,Beilschmiedia oligandra,Dogwood,f4d77f53-a8d8-4741-89cc-023d310fec77,NSW AVH feed
-17.528044,145.835103,2006-12-05T14:00:00Z,Elaeocarpus stellaris,Quandong,cb608f87-aae6-4574-b526-a6550fa3e6e3,BRI AVH Data and Images
-17.523463,145.842774,1977-07-12T14:00:00Z,Beilschmiedia oligandra,Dogwood,1d390ebc-ba70-4c6a-8204-60a200f4c736,BRI AVH Data and Images
-17.523463,145.809441,1984-06-04T14:00:00Z,Beilschmiedia oligandra,Dogwood,9727518f-64ab-4fba-9932-d27f54b37b50,BRI AVH Data and Images
-17.523463,145.842774,1977-06-20T14:00:00Z,Beilschmiedia oligandra,Dogwood,1ca351cc-cc85-4a9b-8804-a82e3c393c5f,BRI AVH Data and Images
-17.523463,145.876107,1985-09-10T14:00:00Z,Beilschmiedia oligandra,Dogwood,45826dd6-7f0d-4363-8d2c-0ab911bb4778,BRI AVH Data and Images
-17.523463,145.842774,1978-07-04T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,07d61e79-7bd8-4449-8a53-d37bae6674c5,BRI AVH Data and Images
-17.523463,145.842774,1977-08-17T14:00:00Z,Beilschmiedia oligandra,Dogwood,a6e10635-da63-4a17-b096-c7e7d046c896,BRI AVH Data and Images
-17.523463,145.842774,1977-06-20T14:00:00Z,Endiandra montana,Brown Walnut,4c7cab6b-c81b-4e6d-83e4-bc49be42797c,BRI AVH Data and Images
-17.523463,145.809441,1987-11-30T14:00:00Z,Monoon michaelii,NA,7ed00cf0-0e75-4994-8673-315614a63843,BRI AVH Data and Images
-17.523463,145.809441,1984-11-21T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,62faf762-9233-4852-936f-ccf5c0811685,BRI AVH Data and Images
-17.523463,145.826107,1979-12-11T14:00:00Z,Elaeocarpus stellaris,Quandong,45118ec8-9fcf-495d-97f6-f5d0e51eb439,BRI AVH Data and Images
-17.523463,145.842774,1977-06-20T14:00:00Z,Endiandra montana,Brown Walnut,9e933bcd-6d2e-4e47-8cc8-34d25eb6605f,BRI AVH Data and Images
-17.523463,145.842774,1977-08-17T14:00:00Z,Endiandra montana,Brown Walnut,8dcbb9b2-a033-4e28-bf89-3baf7b262370,BRI AVH Data and Images
-17.523463,145.826107,1980-06-18T14:00:00Z,Syzygium divaricatum,NA,ff30aeb8-355e-4449-b38d-c635ac82b20a,BRI AVH Data and Images
-17.523463,145.826107,1980-06-18T14:00:00Z,Syzygium divaricatum,NA,c3efb26e-2dcf-4d57-87e5-c73ed6d7cc6c,BRI AVH Data and Images
-17.523463,145.626107,1951-12-31T14:00:00Z,Endiandra montana,Brown Walnut,3ce3ba5b-3804-48df-8d9b-89fd6c2e4328,BRI AVH Data and Images
-17.523463,145.826107,1980-06-18T14:00:00Z,Beilschmiedia oligandra,Dogwood,3b07da13-ce43-461f-a003-29d012a408dd,BRI AVH Data and Images
-17.523463,145.609441,1969-04-30T14:00:00Z,Syzygium cormiflorum,Watergum,8dc94125-277a-47ab-a0b8-7a70b8790246,BRI AVH Data and Images
-17.523463,145.842774,1977-08-17T14:00:00Z,Endiandra montana,Brown Walnut,363672e3-6cdd-4d6f-8c75-4f7f716ee091,BRI AVH Data and Images
-17.520881,145.889942,1988-09-30T14:00:00Z,Corynocarpus cribbianus,Cribwood,a64d81bc-8024-4ec4-8140-a9fff771d847,BRI AVH Data and Images
-17.520881,145.889942,1988-09-30T14:00:00Z,Syzygium cormiflorum,Watergum,8aee21a8-15c8-45fd-8254-99c3f8867abf,BRI AVH Data and Images
-17.520429,145.889944,1988-09-30T14:00:00Z,Cryptocarya oblata,Bolly Silkwood,a68eac23-b8b0-485a-aa40-8f2e48d799ba,BRI AVH Data and Images
-17.52,145.83,2006-12-05T14:00:00Z,Elaeocarpus stellaris,Quandong,c523d36e-3f73-47ee-acd0-3695fd198e53,NSW AVH feed
-17.52,145.83,1977-06-20T14:00:00Z,Endiandra montana,Brown Walnut,7cb5f49e-5bb7-45c3-a4cd-ce730a27d310,NSW AVH feed
-17.52,145.83,1983-08-29T14:00:00Z,Beilschmiedia oligandra,Dogwood,642b2c25-4d78-419d-bde6-341bd850236f,NSW AVH feed
-17.516667,145.833333,1977-08-17T14:00:00Z,Endiandra montana,Brown Walnut,f3e0cb44-17ad-458d-b721-26b8eea46b8a,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.8,1985-06-26T14:00:00Z,Cryptocarya pleurosperma,Poison Laurel,1c7b9121-cf7b-4aaa-a0cd-f3f4e9d230ae,Australian Tropical Herbarium (CNS) AVH data
-17.516667,146,1939-10-07T14:00:00Z,Syzygium cormiflorum,Watergum,51ed15ec-dcc8-48a0-b4b2-a0bccf08ea2e,Australian Tropical Herbarium (CNS) AVH data
-17.516667,145.833333,1977-06-20T14:00:00Z,Endiandra montana,Brown Walnut,41e3a511-72b3-445b-9e68-5a91408fba88,Australian Tropical Herbarium (CNS) AVH data
